# Python MESMA for LE07_LC08_20140831_20140901 run on 20200126 
#  MESMA frac range = 0.2-1 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4305000 38.8918024 439650 -123.6958863 0.47573
4305000 38.8918045 439680 -123.6955404 0.51078
4305000 38.8918065 439710 -123.6951945 0.49714
4305000 38.8918086 439740 -123.6948486 0.41195
4305000 38.8918209 439920 -123.6927732 0.45804
4304970 38.8915300 439620 -123.6962296 0.63791
4304970 38.8915321 439650 -123.6958837 0.60160
4304970 38.8915341 439680 -123.6955378 0.37729
4304970 38.8915362 439710 -123.6951919 0.57868
4304970 38.8915383 439740 -123.6948460 0.68648
4304970 38.8915403 439770 -123.6945001 0.36407
4304970 38.8915526 439950 -123.6924247 0.38633
4304940 38.8912597 439620 -123.6962270 0.35809
4304940 38.8912659 439710 -123.6951893 0.47167
4304940 38.8912679 439740 -123.6948434 0.54559
4304940 38.8912700 439770 -123.6944975 0.46041
4304940 38.8912741 439830 -123.6938057 0.37138
4304910 38.8909976 439740 -123.6948407 0.50128
4304910 38.8909997 439770 -123.6944948 0.49676
4304910 38.8910017 439800 -123.6941489 0.37209
4304880 38.8907273 439740 -123.6948381 0.36265
4304880 38.8907293 439770 -123.6944922 0.50864
4304880 38.8907314 439800 -123.6941463 0.49959
4304880 38.8907335 439830 -123.6938004 0.31242
4304850 38.8904611 439800 -123.6941437 0.48149
4304850 38.8904631 439830 -123.6937978 0.45061
4304700 38.8891259 440040 -123.6913634 0.44344
4304610 38.8883169 440070 -123.6910097 0.39065
4304610 38.8883190 440100 -123.6906638 0.67296
4304610 38.8883210 440130 -123.6903179 0.68289
4304610 38.8883231 440160 -123.6899720 0.44088
4304580 38.8880466 440070 -123.6910070 0.44798
4304580 38.8880487 440100 -123.6906612 0.67957
4304580 38.8880507 440130 -123.6903153 0.37576
4304580 38.8880527 440160 -123.6899694 0.35812
4304550 38.8877660 439920 -123.6927338 0.45397
4304550 38.8877681 439950 -123.6923879 0.59212
4304520 38.8874957 439920 -123.6927312 0.40181
4304520 38.8874978 439950 -123.6923853 0.40835
4304520 38.8874998 439980 -123.6920394 0.36939
4304490 38.8872315 440010 -123.6916909 0.35873
4304430 38.8866950 440070 -123.6909939 0.37262
4304430 38.8866970 440100 -123.6906481 0.29066
4304400 38.8864246 440070 -123.6909913 0.34159
4304400 38.8864267 440100 -123.6906454 0.39741
4304400 38.8864287 440130 -123.6902996 0.33855
4303500 38.8783919 441210 -123.6777710 0.46816
4303200 38.8757146 441600 -123.6732496 0.37005
4303200 38.8757186 441660 -123.6725579 0.37704
4303200 38.8757206 441690 -123.6722121 0.35093
4303200 38.8757226 441720 -123.6718663 0.41315
4303170 38.8754483 441660 -123.6725554 0.47605
4303170 38.8754502 441690 -123.6722095 0.46453
4303170 38.8754522 441720 -123.6718637 0.42067
4303170 38.8754542 441750 -123.6715179 0.30043
4303140 38.8751759 441630 -123.6728986 0.38032
4303140 38.8751779 441660 -123.6725528 0.45347
4303140 38.8751799 441690 -123.6722070 0.43783
4303140 38.8751819 441720 -123.6718612 0.31264
4303140 38.8751839 441750 -123.6715153 0.33579
4303140 38.8751859 441780 -123.6711695 0.34986
4303110 38.8749076 441660 -123.6725503 0.43735
4303110 38.8749096 441690 -123.6722044 0.36632
4303110 38.8749136 441750 -123.6715128 0.33770
4303110 38.8749156 441780 -123.6711670 0.41050
4303110 38.8749175 441810 -123.6708212 0.37588
4303080 38.8746413 441720 -123.6718561 0.33842
4303080 38.8746432 441750 -123.6715103 0.40493
4303080 38.8746452 441780 -123.6711644 0.41464
4303080 38.8746472 441810 -123.6708186 0.48673
4303080 38.8746492 441840 -123.6704728 0.43982
4303050 38.8743709 441720 -123.6718535 0.36654
4303050 38.8743729 441750 -123.6715077 0.50057
4303050 38.8743749 441780 -123.6711619 0.57802
4303050 38.8743769 441810 -123.6708161 0.57540
4303050 38.8743789 441840 -123.6704703 0.61604
4303020 38.8741026 441750 -123.6715052 0.30438
4303020 38.8741046 441780 -123.6711594 0.71561
4303020 38.8741066 441810 -123.6708135 0.62639
4303020 38.8741085 441840 -123.6704677 0.42913
4303020 38.8741105 441870 -123.6701219 0.30508
4302990 38.8738323 441750 -123.6715026 0.40221
4302990 38.8738342 441780 -123.6711568 0.53577
4302990 38.8738362 441810 -123.6708110 0.45951
4302990 38.8738382 441840 -123.6704652 0.35287
4302990 38.8738422 441900 -123.6697735 0.30607
4302990 38.8738442 441930 -123.6694277 0.26385
4302960 38.8735619 441750 -123.6715001 0.44149
4302960 38.8735639 441780 -123.6711543 0.52515
4302960 38.8735659 441810 -123.6708085 0.34800
4302960 38.8735679 441840 -123.6704626 0.38160
4302780 38.8719618 442080 -123.6676809 0.23453
4302750 38.8716895 442050 -123.6680242 0.30908
4302750 38.8716914 442080 -123.6676784 0.25634
4302690 38.8711528 442110 -123.6673276 0.31483
4302690 38.8711547 442140 -123.6669817 0.34645
4302690 38.8711646 442290 -123.6652527 0.25806
4302660 38.8708844 442140 -123.6669792 0.38141
4302660 38.8708864 442170 -123.6666334 0.42743
4302660 38.8708962 442320 -123.6649044 0.30854
4302630 38.8706161 442170 -123.6666309 0.38445
4302120 38.8660382 442440 -123.6634760 0.74895
4302120 38.8660402 442470 -123.6631302 0.55537
4302090 38.8657679 442440 -123.6634735 0.53882
4300980 38.8557931 442860 -123.6585403 0.45547
4300950 38.8554954 442440 -123.6633780 0.30798
4300950 38.8555228 442860 -123.6585378 0.38308
4300950 38.8555247 442890 -123.6581921 0.39935
4300920 38.8552231 442410 -123.6637212 0.46891
4300920 38.8552250 442440 -123.6633755 0.46137
4300920 38.8552270 442470 -123.6630298 0.28558
4300920 38.8552583 442950 -123.6574981 0.42578
4300920 38.8552602 442980 -123.6571524 0.49742
4300920 38.8552622 443010 -123.6568067 0.52951
4300890 38.8549527 442410 -123.6637187 0.47475
4300890 38.8549547 442440 -123.6633730 0.51894
4300890 38.8549567 442470 -123.6630272 0.36790
4300890 38.8549586 442500 -123.6626815 0.40474
4300890 38.8549918 443010 -123.6568042 0.43082
4300890 38.8549938 443040 -123.6564585 0.59349
4300890 38.8549957 443070 -123.6561127 0.45203
4300860 38.8546824 442410 -123.6637162 0.46896
4300860 38.8546844 442440 -123.6633705 0.58533
4300860 38.8546863 442470 -123.6630247 0.42851
4300860 38.8546883 442500 -123.6626790 0.34161
4300860 38.8546942 442590 -123.6616418 0.36471
4300860 38.8547254 443070 -123.6561103 0.50188
4300830 38.8544140 442440 -123.6633680 0.58814
4300830 38.8544160 442470 -123.6630222 0.62126
4300830 38.8544180 442500 -123.6626765 0.44106
4300830 38.8544199 442530 -123.6623308 0.45220
4300830 38.8544219 442560 -123.6619851 0.55964
4300830 38.8544239 442590 -123.6616393 0.38389
4300830 38.8544512 443010 -123.6567992 0.44810
4300830 38.8544570 443100 -123.6557620 0.51793
4300830 38.8544589 443130 -123.6554163 0.47986
4300800 38.8541476 442500 -123.6626740 0.39327
4300800 38.8541496 442530 -123.6623283 0.39136
4300800 38.8541516 442560 -123.6619826 0.55213
4300800 38.8541535 442590 -123.6616368 0.55749
4300800 38.8541555 442620 -123.6612911 0.32119
4300800 38.8541789 442980 -123.6571425 0.63672
4300800 38.8541808 443010 -123.6567967 0.80423
4300800 38.8541828 443040 -123.6564510 0.45131
4300800 38.8541847 443070 -123.6561053 0.44114
4300800 38.8541867 443100 -123.6557596 0.44520
4300800 38.8541886 443130 -123.6554138 0.67669
4300770 38.8538812 442560 -123.6619800 0.46503
4300770 38.8538832 442590 -123.6616343 0.64423
4300770 38.8538851 442620 -123.6612886 0.57225
4300770 38.8538871 442650 -123.6609429 0.46699
4300770 38.8538891 442680 -123.6605972 0.28672
4300770 38.8539086 442980 -123.6571400 0.42886
4300770 38.8539105 443010 -123.6567942 0.62870
4300770 38.8539125 443040 -123.6564485 0.58150
4300770 38.8539144 443070 -123.6561028 0.48492
4300740 38.8536031 442440 -123.6633604 0.38188
4300740 38.8536109 442560 -123.6619775 0.41064
4300740 38.8536129 442590 -123.6616318 0.59181
4300740 38.8536148 442620 -123.6612861 0.68465
4300740 38.8536168 442650 -123.6609404 0.62949
4300740 38.8536187 442680 -123.6605947 0.49595
4300740 38.8536207 442710 -123.6602489 0.40868
4300740 38.8536421 443040 -123.6564460 0.47232
4300740 38.8536441 443070 -123.6561003 0.36298
4300710 38.8533327 442440 -123.6633579 0.32740
4300710 38.8533347 442470 -123.6630122 0.50231
4300710 38.8533367 442500 -123.6626665 0.49432
4300710 38.8533406 442560 -123.6619750 0.29441
4300710 38.8533425 442590 -123.6616293 0.48815
4300710 38.8533445 442620 -123.6612836 0.54318
4300710 38.8533464 442650 -123.6609379 0.55328
4300710 38.8533484 442680 -123.6605922 0.57394
4300710 38.8533504 442710 -123.6602464 0.63241
4300710 38.8533523 442740 -123.6599007 0.31122
4300710 38.8533737 443070 -123.6560978 0.43904
4300680 38.8530644 442470 -123.6630097 0.47213
4300680 38.8530663 442500 -123.6626640 0.54787
4300680 38.8530683 442530 -123.6623182 0.32876
4300680 38.8530702 442560 -123.6619725 0.43221
4300680 38.8530722 442590 -123.6616268 0.53399
4300680 38.8530742 442620 -123.6612811 0.34813
4300680 38.8530800 442710 -123.6602439 0.61488
4300680 38.8530820 442740 -123.6598982 0.41434
4300680 38.8530937 442920 -123.6578239 0.39815
4300650 38.8527881 442380 -123.6640443 0.36980
4300650 38.8527940 442470 -123.6630072 0.48629
4300650 38.8527960 442500 -123.6626615 0.57013
4300650 38.8527980 442530 -123.6623157 0.38711
4300650 38.8528019 442590 -123.6616243 0.37366
4300650 38.8528117 442740 -123.6598957 0.70403
4300650 38.8528234 442920 -123.6578214 0.46973
4300620 38.8525178 442380 -123.6640418 0.30225
4300620 38.8525198 442410 -123.6636961 0.30734
4300620 38.8525237 442470 -123.6630047 0.42664
4300620 38.8525257 442500 -123.6626589 0.56727
4300620 38.8525276 442530 -123.6623132 0.55690
4300620 38.8525315 442590 -123.6616218 0.31248
4300620 38.8525335 442620 -123.6612761 0.45188
4300620 38.8525413 442740 -123.6598932 0.37731
4300590 38.8522553 442500 -123.6626564 0.31161
4300590 38.8522573 442530 -123.6623107 0.49360
4300590 38.8522593 442560 -123.6619650 0.46976
4300590 38.8522632 442620 -123.6612736 0.33854
4300590 38.8522651 442650 -123.6609279 0.34170
4300440 38.8509193 442740 -123.6598783 0.35350
4299030 38.8383272 444510 -123.6393678 0.32105
4299030 38.8383329 444600 -123.6383309 0.30958
4298790 38.8361891 444900 -123.6348552 0.39335
4298610 38.8345877 445230 -123.6310389 0.26308
4298580 38.8343230 445320 -123.6299996 0.37569
4298550 38.8340526 445320 -123.6299972 0.32249
4298550 38.8340545 445350 -123.6296516 0.42400
4298550 38.8340564 445380 -123.6293060 0.64361
4298550 38.8340582 445410 -123.6289603 0.40329
4298520 38.8337823 445320 -123.6299948 0.32243
4298520 38.8337842 445350 -123.6296492 0.38027
4298520 38.8337860 445380 -123.6293036 0.34569
4298490 38.8335120 445320 -123.6299924 0.35783
4298460 38.8332416 445320 -123.6299901 0.36732
4297410 38.8238755 446880 -123.6119366 0.27977
4297380 38.8236052 446880 -123.6119343 0.27572
4297380 38.8236070 446910 -123.6115887 0.32654
4297380 38.8236088 446940 -123.6112432 0.29961
4297350 38.8233349 446880 -123.6119320 0.21244
4297320 38.8230609 446820 -123.6126208 0.27655
4296480 38.8155401 447630 -123.6032265 0.40406
4296450 38.8152680 447600 -123.6035697 0.29920
4296420 38.8149976 447600 -123.6035674 0.30265
4296420 38.8149994 447630 -123.6032219 0.29257
4296420 38.8150012 447660 -123.6028764 0.32513
4296390 38.8147309 447660 -123.6028741 0.30609
4296360 38.8144641 447720 -123.6021807 0.68009
4296270 38.8136549 447750 -123.6018284 0.42477
4296270 38.8136567 447780 -123.6014829 0.38882
4296240 38.8133756 447600 -123.6035537 0.35090
4296240 38.8133774 447630 -123.6032082 0.36627
4296240 38.8133792 447660 -123.6028627 0.29780
4296240 38.8133810 447690 -123.6025172 0.29044
4296240 38.8133846 447750 -123.6018261 0.42865
4296240 38.8133863 447780 -123.6014806 0.57976
4296210 38.8131053 447600 -123.6035515 0.42659
4296210 38.8131071 447630 -123.6032059 0.32801
4296210 38.8131089 447660 -123.6028604 0.31924
4296210 38.8131107 447690 -123.6025149 0.36241
4296210 38.8131124 447720 -123.6021694 0.29698
4296210 38.8131142 447750 -123.6018238 0.36701
4296180 38.8128439 447750 -123.6018216 0.23370
4296030 38.8114958 447810 -123.6011191 0.41297
4295460 38.8063895 448320 -123.5952026 0.27518
4294830 38.8007300 448620 -123.5917007 0.45726
4294800 38.8004649 448710 -123.5906620 0.51184
4294770 38.8001946 448710 -123.5906598 0.68629
4294710 38.7996539 448710 -123.5906553 0.37016
4293870 38.7921924 450600 -123.5688309 0.27911
4292370 38.7787305 451590 -123.5573266 0.84737
4292250 38.7776867 452280 -123.5493749 0.38736
4292250 38.7776884 452310 -123.5490295 0.37791
4292220 38.7773821 451650 -123.5566253 0.29426
4292220 38.7774164 452280 -123.5493728 0.32265
4291200 38.7682603 452940 -123.5417054 0.31619
4291170 38.7679900 452940 -123.5417034 0.27967
4277910 38.6490633 465150 -123.4004917 0.50134
4272000 38.5959672 469590 -123.3492104 0.65560
4271970 38.5956917 469440 -123.3509316 0.33351
4271880 38.5948838 469530 -123.3498941 0.26652
4271820 38.5943441 469560 -123.3495470 0.31920
4271670 38.5929923 469560 -123.3495405 0.36589
4271040 38.5873322 470070 -123.3436572 0.71197
4268520 38.5646629 471300 -123.3294308 0.37183
4268520 38.5646639 471330 -123.3290864 0.35691
4268490 38.5643935 471330 -123.3290852 0.35629
4265700 38.5393583 474900 -123.2880076 0.38900
4264740 38.5307358 475950 -123.2759265 0.39107
4264710 38.5304687 476070 -123.2745488 0.33399
4264680 38.5301991 476100 -123.2742035 0.45019
4264380 38.5275059 476490 -123.2697190 0.47225
4264350 38.5272355 476490 -123.2697180 0.44714
4264320 38.5269612 476340 -123.2714379 0.32103
4264230 38.5261581 476640 -123.2679932 0.39851
4264200 38.5258877 476640 -123.2679922 0.64528
4263870 38.5229161 476730 -123.2669487 0.40348
4263480 38.5194077 476970 -123.2641826 0.41221
4263300 38.5177963 477390 -123.2593589 0.59976
4263000 38.5150911 477330 -123.2600375 0.37396
4262730 38.5126640 477570 -123.2572759 0.33994
4262070 38.5067547 479160 -123.2390188 0.38717
4260540 38.4930173 481470 -123.2124846 0.33019
4260420 38.4919333 481350 -123.2138574 0.36637
4260390 38.4916623 481320 -123.2142006 0.35490
4260390 38.4916630 481350 -123.2138566 0.40412
4260360 38.4913926 481350 -123.2138558 0.32330
4260360 38.4913932 481380 -123.2135118 0.32216
4260240 38.4903161 481590 -123.2111006 0.37283
4260210 38.4900458 481590 -123.2110998 0.39614
4260210 38.4900464 481620 -123.2107558 0.37396
