# Python MESMA for LE07_LT05_20111026_20111027_20200121 run on 20200123 
#  MESMA frac range = 0.2-1 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4298640 38.8347653 443760 -123.6479771 0.26217
4298640 38.8347672 443790 -123.6476315 0.55539
4298580 38.8342304 443850 -123.6469353 0.20524
4298550 38.8339601 443850 -123.6469329 0.20620
4298460 38.8331548 443940 -123.6458887 0.24768
4298310 38.8318881 445290 -123.6303238 0.40539
4298280 38.8316178 445290 -123.6303214 0.32269
4298160 38.8305532 445560 -123.6272014 0.30139
4298100 38.8300051 445440 -123.6285790 0.26162
4298070 38.8297348 445440 -123.6285767 0.31841
4297530 38.8249677 447060 -123.6098724 0.49195
4295400 38.8058400 448170 -123.5969255 0.20725
4294950 38.8018096 448590 -123.5920551 0.38923
4294920 38.8015392 448590 -123.5920528 0.25174
4294770 38.8001946 448710 -123.5906598 0.54130
4294380 38.7967543 450000 -123.5757765 0.25040
4294380 38.7967577 450060 -123.5750856 0.25010
4294380 38.7967594 450090 -123.5747401 0.26774
4294350 38.7964891 450090 -123.5747380 0.20620
4294200 38.7951391 450120 -123.5743817 0.20497
4293930 38.7927196 450360 -123.5715987 0.22194
4292790 38.7825103 451500 -123.5583922 0.31744
4292670 38.7814306 451530 -123.5580384 0.30069
4292520 38.7800953 451830 -123.5545741 0.45382
4292520 38.7800970 451860 -123.5542288 0.69575
4292520 38.7800986 451890 -123.5538834 0.59569
4292520 38.7801002 451920 -123.5535380 0.34774
4292490 38.7798250 451830 -123.5545720 0.44188
4292490 38.7798266 451860 -123.5542267 0.63546
4292490 38.7798283 451890 -123.5538813 0.74556
4292490 38.7798299 451920 -123.5535359 0.65432
4292460 38.7795579 451890 -123.5538792 0.40091
4292460 38.7795596 451920 -123.5535338 0.28746
4292400 38.7790221 451980 -123.5528389 0.29066
4292370 38.7787551 452040 -123.5521461 0.26116
4292340 38.7784847 452040 -123.5521440 0.26083
4292310 38.7781898 451590 -123.5573224 0.21831
4292310 38.7782160 452070 -123.5517966 0.29900
4292310 38.7782177 452100 -123.5514512 0.25682
4292280 38.7779489 452130 -123.5511038 0.31922
4292280 38.7779506 452160 -123.5507584 0.34303
4292280 38.7779522 452190 -123.5504130 0.25592
4292250 38.7776786 452130 -123.5511017 0.31688
4292250 38.7776802 452160 -123.5507563 0.34303
4292190 38.7771558 452460 -123.5472986 0.29774
4292160 38.7768838 452430 -123.5476419 0.35670
4292160 38.7768854 452460 -123.5472965 0.35644
4291200 38.7682571 452880 -123.5423960 0.33687
4291200 38.7682587 452910 -123.5420507 0.32355
4280610 38.6733183 463260 -123.4223537 0.24213
4280430 38.6717049 463470 -123.4199302 0.24595
4280400 38.6714333 463440 -123.4202735 0.25443
4280400 38.6714346 463470 -123.4199286 0.32249
4280400 38.6714358 463500 -123.4195838 0.24189
4280370 38.6711642 463470 -123.4199270 0.23005
4279530 38.6636214 464130 -123.4122968 0.20202
4279410 38.6625400 464130 -123.4122906 0.21856
4279380 38.6622794 464370 -123.4095306 0.70502
4279350 38.6620090 464370 -123.4095291 0.66278
4277910 38.6490633 465150 -123.4004917 0.33886
4277850 38.6485237 465180 -123.4001440 0.52696
4277430 38.6447198 464700 -123.4056386 0.21150
4277400 38.6444578 464910 -123.4032240 0.21537
4277250 38.6431156 465150 -123.4004586 0.31917
4277220 38.6428417 465060 -123.4014913 0.21838
4277220 38.6428440 465120 -123.4008018 0.26484
4277220 38.6428452 465150 -123.4004571 0.42615
4277220 38.6428464 465180 -123.4001124 0.20296
4277190 38.6425749 465150 -123.4004556 0.26347
4277190 38.6425760 465180 -123.4001109 0.37788
4277100 38.6417720 465360 -123.3980381 0.31160
4277070 38.6415005 465330 -123.3983813 0.23586
4277070 38.6415029 465390 -123.3976919 0.20889
4276440 38.6358406 465780 -123.3931796 0.25329
4276410 38.6355621 465570 -123.3955909 0.23274
4276410 38.6355726 465840 -123.3924888 0.26535
4276230 38.6339516 465870 -123.3921353 0.22352
4276230 38.6339528 465900 -123.3917906 0.23787
4276200 38.6336859 465990 -123.3907551 0.20308
4275210 38.6247860 466560 -123.3841586 0.25034
4275210 38.6247871 466590 -123.3838140 0.41212
4275180 38.6245043 466260 -123.3876035 0.20602
4275180 38.6245168 466590 -123.3838126 0.21249
4275150 38.6242351 466290 -123.3872574 0.20448
4275150 38.6242362 466320 -123.3869128 0.20016
4275120 38.6239715 466470 -123.3851882 0.30276
4275120 38.6239727 466500 -123.3848436 0.23477
4274730 38.6204727 466890 -123.3803448 0.21810
4274730 38.6204739 466920 -123.3800002 0.40757
4274430 38.6177759 467070 -123.3782630 0.21540
4274430 38.6177770 467100 -123.3779184 0.30190
4274400 38.6175067 467100 -123.3779169 0.36992
4274400 38.6175078 467130 -123.3775723 0.25788
4274040 38.6142691 467280 -123.3758324 0.23462
4274040 38.6142812 467610 -123.3720420 0.20478
4272510 38.6005181 468300 -123.3640469 0.21291
4272480 38.6002478 468300 -123.3640456 0.32108
4272480 38.6002488 468330 -123.3637010 0.26656
4272480 38.6002510 468390 -123.3630120 0.25017
4272450 38.5999806 468390 -123.3630107 0.20228
4272030 38.5962376 469590 -123.3492117 0.51085
4272000 38.5959600 469380 -123.3516219 0.21206
4272000 38.5959610 469410 -123.3512774 0.25442
4272000 38.5959672 469590 -123.3492104 0.45219
4271970 38.5956897 469380 -123.3516205 0.21270
4271970 38.5956907 469410 -123.3512760 0.26287
4271970 38.5956917 469440 -123.3509316 0.22811
4271940 38.5954214 469440 -123.3509302 0.22931
4271880 38.5948838 469530 -123.3498941 0.28106
4271850 38.5946134 469530 -123.3498928 0.30063
4271850 38.5946144 469560 -123.3495483 0.26797
4271820 38.5943420 469500 -123.3502360 0.21578
4271820 38.5943431 469530 -123.3498915 0.32781
4271820 38.5943441 469560 -123.3495470 0.50821
4271790 38.5940727 469530 -123.3498902 0.25334
4271790 38.5940737 469560 -123.3495457 0.31386
4271760 38.5938034 469560 -123.3495444 0.61514
4271670 38.5929923 469560 -123.3495405 0.23674
4271640 38.5927220 469560 -123.3495392 0.25596
4271580 38.5921843 469650 -123.3485031 0.21044
4271580 38.5921864 469710 -123.3478141 0.31063
4271550 38.5919150 469680 -123.3481573 0.26077
4271550 38.5919160 469710 -123.3478128 0.33522
4271550 38.5919170 469740 -123.3474684 0.25556
4271430 38.5908346 469710 -123.3478076 0.26044
4271430 38.5908356 469740 -123.3474631 0.31162
4271400 38.5905642 469710 -123.3478063 0.24997
4271400 38.5905653 469740 -123.3474618 0.31863
4271370 38.5902939 469710 -123.3478050 0.25837
4271370 38.5902949 469740 -123.3474605 0.20326
4271160 38.5884085 469920 -123.3453847 0.26650
4271130 38.5881392 469950 -123.3450389 0.33605
4271130 38.5881402 469980 -123.3446944 0.40936
4271130 38.5881412 470010 -123.3443500 0.26386
4271100 38.5878678 469920 -123.3453821 0.25353
4271100 38.5878709 470010 -123.3443487 0.26641
4270800 38.5851704 470100 -123.3433025 0.29502
4270800 38.5851714 470130 -123.3429580 0.28043
4270710 38.5843643 470250 -123.3415764 0.24870
4267890 38.5590140 472200 -123.3190753 0.31303
4267350 38.5541807 473280 -123.3066590 0.40666
4267320 38.5539104 473280 -123.3066579 0.38924
4267320 38.5539113 473310 -123.3063136 0.29403
4267260 38.5533688 473250 -123.3069999 0.31027
4267110 38.5520152 473190 -123.3076827 0.34907
4265970 38.5417700 474150 -123.2966233 0.33142
4263840 38.5226465 476760 -123.2666035 0.36937
4262910 38.5142854 477540 -123.2576258 0.31794
4262910 38.5142861 477570 -123.2572817 0.30470
4262760 38.5129336 477540 -123.2576210 0.31651
4262400 38.5096975 477870 -123.2538244 0.27802
