# Python MESMA for LT05_LE07_20061020_20061021 run on 20200126 
#  MESMA frac range = 0.2-1 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4300080 38.8476734 442710 -123.6601940 0.53347
4300080 38.8476754 442740 -123.6598483 0.49123
4300080 38.8476773 442770 -123.6595026 0.38460
4300080 38.8476793 442800 -123.6591569 0.26157
4300080 38.8476812 442830 -123.6588112 0.33967
4300080 38.8476832 442860 -123.6584655 0.29948
4300050 38.8474012 442680 -123.6605372 0.35237
4300050 38.8474031 442710 -123.6601915 0.37935
4300050 38.8474051 442740 -123.6598458 0.30550
4300050 38.8474070 442770 -123.6595001 0.38849
4300050 38.8474090 442800 -123.6591544 0.34565
4300050 38.8474109 442830 -123.6588087 0.45556
4300050 38.8474129 442860 -123.6584630 0.60606
4300050 38.8474148 442890 -123.6581173 0.26167
4300020 38.8471308 442680 -123.6605347 0.31700
4300020 38.8471328 442710 -123.6601890 0.39107
4300020 38.8471347 442740 -123.6598433 0.44885
4300020 38.8471367 442770 -123.6594976 0.41968
4300020 38.8471386 442800 -123.6591519 0.30768
4300020 38.8471406 442830 -123.6588062 0.28851
4300020 38.8471425 442860 -123.6584605 0.27435
4299990 38.8468624 442710 -123.6601865 0.20365
4299990 38.8468644 442740 -123.6598408 0.44611
4299990 38.8468664 442770 -123.6594951 0.42025
4299990 38.8468761 442920 -123.6577667 0.22032
4299960 38.8465941 442740 -123.6598383 0.28399
4299960 38.8465960 442770 -123.6594926 0.45458
4299960 38.8465980 442800 -123.6591469 0.27787
4299960 38.8466038 442890 -123.6581099 0.26783
4299960 38.8466058 442920 -123.6577642 0.50450
4299930 38.8463257 442770 -123.6594901 0.34711
4299930 38.8463276 442800 -123.6591444 0.30888
4299930 38.8463335 442890 -123.6581074 0.41086
4299930 38.8463354 442920 -123.6577617 0.60167
4299930 38.8463374 442950 -123.6574160 0.22767
4299900 38.8460632 442890 -123.6581049 0.34949
4299900 38.8460651 442920 -123.6577592 0.40177
4299870 38.8457928 442890 -123.6581024 0.33032
4299870 38.8457948 442920 -123.6577567 0.29427
4299840 38.8455225 442890 -123.6580999 0.27787
4299840 38.8455244 442920 -123.6577542 0.38375
4299810 38.8452541 442920 -123.6577517 0.32595
4299810 38.8452561 442950 -123.6574061 0.35000
4299120 38.8390849 443670 -123.6490533 0.22330
4299060 38.8385461 443700 -123.6487027 0.22945
4299060 38.8385480 443730 -123.6483571 0.53830
4299060 38.8385500 443760 -123.6480114 0.26281
4299030 38.8382758 443700 -123.6487003 0.31633
4299030 38.8382777 443730 -123.6483546 0.66725
4299030 38.8382796 443760 -123.6480090 0.40808
4299000 38.8380055 443700 -123.6486978 0.49465
4299000 38.8380074 443730 -123.6483522 0.53844
4299000 38.8380093 443760 -123.6480065 0.30232
4299000 38.8380112 443790 -123.6476609 0.22945
4298970 38.8377332 443670 -123.6490410 0.23330
4298970 38.8377351 443700 -123.6486953 0.48838
4298970 38.8377390 443760 -123.6480041 0.26107
4298970 38.8377409 443790 -123.6476584 0.20369
4298970 38.8377428 443820 -123.6473128 0.28107
4298940 38.8374571 443580 -123.6500755 0.28723
4298940 38.8374629 443670 -123.6490385 0.32603
4298940 38.8374648 443700 -123.6486929 0.60127
4298940 38.8374667 443730 -123.6483472 0.38523
4298940 38.8374686 443760 -123.6480016 0.29418
4298940 38.8374705 443790 -123.6476560 0.28134
4298940 38.8374725 443820 -123.6473103 0.49842
4298940 38.8374744 443850 -123.6469647 0.35050
4298910 38.8371868 443580 -123.6500730 0.24183
4298910 38.8371925 443670 -123.6490361 0.39222
4298910 38.8371945 443700 -123.6486904 0.58074
4298910 38.8371964 443730 -123.6483448 0.40167
4298910 38.8371983 443760 -123.6479992 0.29845
4298910 38.8372002 443790 -123.6476535 0.28723
4298910 38.8372021 443820 -123.6473079 0.40167
4298910 38.8372040 443850 -123.6469622 0.37638
4298880 38.8369222 443670 -123.6490336 0.44753
4298880 38.8369241 443700 -123.6486880 0.68205
4298880 38.8369260 443730 -123.6483423 0.46469
4298880 38.8369280 443760 -123.6479967 0.26708
4298880 38.8369318 443820 -123.6473054 0.30646
4298880 38.8369337 443850 -123.6469598 0.29054
4298880 38.8369356 443880 -123.6466141 0.24613
4298850 38.8366519 443670 -123.6490312 0.30357
4298850 38.8366538 443700 -123.6486855 0.62586
4298850 38.8366557 443730 -123.6483399 0.50816
4298850 38.8366576 443760 -123.6479943 0.29349
4298850 38.8366596 443790 -123.6476486 0.23730
4298820 38.8363796 443640 -123.6493743 0.23142
4298820 38.8363815 443670 -123.6490287 0.46384
4298820 38.8363835 443700 -123.6486831 0.41696
4298820 38.8363854 443730 -123.6483374 0.37756
4298820 38.8363873 443760 -123.6479918 0.31265
4298820 38.8363892 443790 -123.6476462 0.29175
4298790 38.8361112 443670 -123.6490263 0.43507
4298790 38.8361131 443700 -123.6486806 0.45330
4298790 38.8361151 443730 -123.6483350 0.34642
4298790 38.8361170 443760 -123.6479893 0.30179
4298790 38.8361189 443790 -123.6476437 0.22689
4298790 38.8361285 443940 -123.6459155 0.23316
4298760 38.8358409 443670 -123.6490238 0.31265
4298760 38.8358428 443700 -123.6486782 0.36265
4298760 38.8358447 443730 -123.6483325 0.31524
4298760 38.8358466 443760 -123.6479869 0.24156
4298760 38.8358486 443790 -123.6476413 0.25654
4298760 38.8358505 443820 -123.6472956 0.26615
4298730 38.8355763 443760 -123.6479844 0.20419
4298730 38.8355782 443790 -123.6476388 0.40621
4298730 38.8355801 443820 -123.6472932 0.29363
4298700 38.8353060 443760 -123.6479820 0.25411
4298700 38.8353079 443790 -123.6476364 0.25411
4298670 38.8350357 443760 -123.6479795 0.37936
4298670 38.8350376 443790 -123.6476339 0.40173
4298670 38.8350433 443880 -123.6465970 0.20568
4298640 38.8347653 443760 -123.6479771 0.24734
4298640 38.8347672 443790 -123.6476315 0.37063
4298640 38.8347711 443850 -123.6469402 0.26013
4298640 38.8347730 443880 -123.6465946 0.33919
4298610 38.8345007 443850 -123.6469378 0.26013
4298610 38.8345026 443880 -123.6465921 0.24785
4298610 38.8345046 443910 -123.6462465 0.32603
4298580 38.8342342 443910 -123.6462441 0.20369
4272000 38.5959672 469590 -123.3492104 0.55063
