# Python MESMA for LT05_LT05_19920904_19920927 run on 20191118 
#  MESMA fraction range = 0.2 - 1.0 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4380630 39.5727936 433440 -123.7749469 0.93861
4369920 39.4760451 430230 -123.8111934 0.32894
4363410 39.4173379 429570 -123.8181796 0.31636
4362690 39.4108214 429210 -123.8222851 0.33861
4362570 39.4097599 429450 -123.8194849 0.46953
4361970 39.4043393 429270 -123.8215121 0.37506
4361910 39.4037987 429270 -123.8215057 0.49302
4361730 39.4021597 429060 -123.8239255 0.31947
4361400 39.3991790 428970 -123.8249357 0.37363
4359000 39.3775530 428940 -123.8250294 0.44444
4359000 39.3775555 428970 -123.8246811 0.47068
4358580 39.3737861 429150 -123.8225470 0.53808
4357830 39.3670041 428850 -123.8259500 0.33294
4357680 39.3656773 429150 -123.8224519 0.39624
4357650 39.3654070 429150 -123.8224487 0.38641
4357290 39.3621560 429060 -123.8234553 0.48513
4357290 39.3621585 429090 -123.8231071 0.49225
4357260 39.3618833 429030 -123.8238003 0.40876
4357230 39.3616179 429090 -123.8231007 0.42778
4357230 39.3616204 429120 -123.8227525 0.47555
4357200 39.3613550 429180 -123.8220530 0.40708
4357140 39.3607897 428880 -123.8255286 0.51239
4357140 39.3608193 429240 -123.8213502 0.40296
4357140 39.3608242 429300 -123.8206539 0.41533
4357140 39.3608267 429330 -123.8203057 0.46547
4357110 39.3605539 429300 -123.8206507 0.75945
4357110 39.3605564 429330 -123.8203025 0.85412
4357110 39.3605588 429360 -123.8199543 0.67886
4357110 39.3605613 429390 -123.8196061 0.59952
4357110 39.3605637 429420 -123.8192579 0.78304
4353270 39.3260266 430170 -123.8101536 0.39178
4351950 39.3141431 430290 -123.8086245 0.34092
4351950 39.3141455 430320 -123.8082766 0.37423
4351920 39.3138752 430320 -123.8082735 0.47124
4351920 39.3138777 430350 -123.8079255 0.43828
4351890 39.3136074 430350 -123.8079224 0.36707
4350660 39.3025492 430650 -123.8043159 0.67721
4350660 39.3025732 430950 -123.8008369 0.49742
4350660 39.3025755 430980 -123.8004889 0.66929
4350630 39.3022813 430680 -123.8039649 0.66426
4350630 39.3023052 430980 -123.8004859 0.52234
4350570 39.3017575 430890 -123.8015234 0.35199
4350570 39.3017599 430920 -123.8011755 0.36980
4350000 39.2966385 431100 -123.7990297 0.40804
4349970 39.2963730 431160 -123.7983309 0.36438
4349970 39.2963754 431190 -123.7979830 0.57185
4349970 39.2963777 431220 -123.7976351 0.41237
4349940 39.2960955 431070 -123.7993714 0.36807
4349940 39.2961003 431130 -123.7986757 0.39277
4349910 39.2958228 431040 -123.7997162 0.38157
4349910 39.2958252 431070 -123.7993684 0.39145
4349910 39.2958276 431100 -123.7990205 0.37466
4349910 39.2958300 431130 -123.7986726 0.38159
4349880 39.2955549 431070 -123.7993653 0.41217
4349880 39.2955573 431100 -123.7990174 0.40744
4349850 39.2952846 431070 -123.7993622 0.36111
4349850 39.2952870 431100 -123.7990144 0.48009
4349850 39.2952894 431130 -123.7986665 0.38157
4349820 39.2950071 430980 -123.8004028 0.36616
4349820 39.2950095 431010 -123.8000549 0.33508
4349820 39.2950167 431100 -123.7990113 0.36504
4349820 39.2950191 431130 -123.7986634 0.37004
4349790 39.2947512 431160 -123.7983125 0.36111
4349760 39.2944809 431160 -123.7983094 0.31960
4349670 39.2936723 431190 -123.7979523 0.36499
4349670 39.2936747 431220 -123.7976045 0.38157
