# Python MESMA for LT05_LT05_20020907_20020916 run on 20191118 
#  MESMA fraction range = 0.2 - 1.0 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4380630 39.5727936 433440 -123.7749469 0.73408
4364790 39.4297983 429900 -123.8144911 0.37526
4364790 39.4298008 429930 -123.8141426 0.37546
4364790 39.4298032 429960 -123.8137940 0.48353
4364760 39.4295232 429840 -123.8151850 0.29738
4364760 39.4295256 429870 -123.8148365 0.72816
4364760 39.4295280 429900 -123.8144880 0.83552
4364760 39.4295305 429930 -123.8141394 0.66692
4364760 39.4295329 429960 -123.8137909 0.51025
4364730 39.4292553 429870 -123.8148334 0.42540
4364730 39.4292578 429900 -123.8144848 0.53272
4364730 39.4292602 429930 -123.8141363 0.38716
4364730 39.4292626 429960 -123.8137878 0.35215
4364730 39.4292724 430080 -123.8123936 0.37485
4364730 39.4292748 430110 -123.8120451 0.43188
4364520 39.4273852 430140 -123.8116746 0.38088
4364520 39.4273876 430170 -123.8113261 0.39670
4364520 39.4273900 430200 -123.8109775 0.29832
4364490 39.4271027 429990 -123.8134141 0.38707
4364490 39.4271052 430020 -123.8130656 0.78112
4364490 39.4271076 430050 -123.8127170 0.56351
4364490 39.4271100 430080 -123.8123685 0.33939
4364490 39.4271149 430140 -123.8116715 0.54166
4364490 39.4271173 430170 -123.8113229 0.51618
4364460 39.4268324 429990 -123.8134109 0.37485
4364460 39.4268349 430020 -123.8130624 0.82951
4364460 39.4268373 430050 -123.8127139 0.45162
4364460 39.4268470 430170 -123.8113198 0.29832
4364190 39.4243385 429240 -123.8220954 0.21276
4364160 39.4240658 429210 -123.8224407 0.25476
4363860 39.4213678 429270 -123.8217120 0.30617
4363860 39.4213702 429300 -123.8213635 0.30465
4363860 39.4213727 429330 -123.8210150 0.30465
4363830 39.4210975 429270 -123.8217088 0.30617
4363770 39.4205618 429330 -123.8210055 0.40088
4363770 39.4205643 429360 -123.8206570 0.38199
4363770 39.4205667 429390 -123.8203085 0.28940
4363770 39.4205692 429420 -123.8199600 0.29930
4363770 39.4205716 429450 -123.8196115 0.28940
4363740 39.4202940 429360 -123.8206538 0.29767
4363710 39.4200212 429330 -123.8209991 0.30572
4363710 39.4200237 429360 -123.8206506 0.28940
4363680 39.4197608 429450 -123.8196020 0.29578
4363590 39.4189376 429300 -123.8213349 0.34542
4363560 39.4186673 429300 -123.8213317 0.34798
4363560 39.4186698 429330 -123.8209833 0.25276
4363470 39.4178515 429240 -123.8220192 0.30419
4363200 39.4154336 429420 -123.8198998 0.29606
4363200 39.4154361 429450 -123.8195514 0.28896
4361910 39.4037987 429270 -123.8215057 0.42489
4361850 39.4032482 429150 -123.8228930 0.33642
4361850 39.4032507 429180 -123.8225446 0.28884
4361820 39.4029780 429150 -123.8228898 0.62109
4361820 39.4029804 429180 -123.8225414 0.60681
4361790 39.4027052 429120 -123.8232351 0.29541
4361760 39.4024300 429060 -123.8239287 0.25483
4361760 39.4024324 429090 -123.8235803 0.47770
