# Python MESMA for LE07_LE07_20000918_20000925 run on 20200126 
#  MESMA frac range = 0.2-1 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4364490 39.4270538 429390 -123.8203845 0.29747
4364490 39.4270562 429420 -123.8200360 0.41889
4364490 39.4271076 430050 -123.8127170 0.34155
4364490 39.4271149 430140 -123.8116715 0.30394
4364490 39.4271173 430170 -123.8113229 0.51870
4364460 39.4267859 429420 -123.8200328 0.29645
4364310 39.4254222 429270 -123.8217596 0.30048
4364310 39.4254246 429300 -123.8214111 0.30341
4364280 39.4251519 429270 -123.8217564 0.35166
4364280 39.4251543 429300 -123.8214079 0.33938
4364250 39.4248791 429240 -123.8221017 0.35937
4364250 39.4248816 429270 -123.8217532 0.35635
4364250 39.4248840 429300 -123.8214047 0.33905
4364220 39.4246064 429210 -123.8224471 0.30913
4364220 39.4246088 429240 -123.8220986 0.29868
4364220 39.4246113 429270 -123.8217501 0.34967
4364220 39.4246137 429300 -123.8214015 0.35300
4364220 39.4246162 429330 -123.8210530 0.30231
4364190 39.4243336 429180 -123.8227924 0.30155
4364190 39.4243361 429210 -123.8224439 0.39843
4364190 39.4243385 429240 -123.8220954 0.35421
4364190 39.4243410 429270 -123.8217469 0.30521
4364190 39.4243435 429300 -123.8213984 0.35998
4364190 39.4243459 429330 -123.8210499 0.30109
4364160 39.4240658 429210 -123.8224407 0.34059
4364160 39.4240682 429240 -123.8220922 0.39977
4364160 39.4240707 429270 -123.8217437 0.30533
4364160 39.4240756 429330 -123.8210467 0.25031
4364130 39.4237955 429210 -123.8224375 0.40373
4364130 39.4237979 429240 -123.8220890 0.34602
4364130 39.4238004 429270 -123.8217405 0.30109
4364100 39.4235252 429210 -123.8224344 0.36300
4364100 39.4235301 429270 -123.8217374 0.35300
4364010 39.4227143 429210 -123.8224248 0.29137
4363980 39.4224440 429210 -123.8224217 0.30016
4363950 39.4221762 429240 -123.8220700 0.29091
4363860 39.4213653 429240 -123.8220605 0.29970
4363860 39.4213678 429270 -123.8217120 0.35645
4363860 39.4213702 429300 -123.8213635 0.40138
4363860 39.4213727 429330 -123.8210150 0.37568
4363860 39.4213752 429360 -123.8206665 0.30663
4363830 39.4210999 429300 -123.8213603 0.35645
4363830 39.4211024 429330 -123.8210118 0.39742
4363830 39.4211049 429360 -123.8206633 0.40742
4363830 39.4211073 429390 -123.8203148 0.29482
4363800 39.4208346 429360 -123.8206601 0.29756
4363800 39.4208370 429390 -123.8203116 0.35914
