# Python MESMA for LT05_LT05_20010929_20011006 run on 20191118 
#  MESMA fraction range = 0.2 - 1.0 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4380630 39.5727912 433410 -123.7752961 0.44969
4371630 39.4915243 431130 -123.8009071 0.47889
4371120 39.4868883 430620 -123.8067844 0.36324
4371120 39.4868908 430650 -123.8064356 0.40217
4371090 39.4866180 430620 -123.8067813 0.40988
4371090 39.4866205 430650 -123.8064324 0.41590
4371090 39.4866229 430680 -123.8060836 0.33094
4371060 39.4863478 430620 -123.8067781 0.33642
4371060 39.4863502 430650 -123.8064293 0.36324
4371060 39.4863526 430680 -123.8060805 0.41073
4371060 39.4863574 430740 -123.8053828 0.33094
4371060 39.4863598 430770 -123.8050340 0.46092
4371060 39.4863623 430800 -123.8046852 0.42715
4371060 39.4863647 430830 -123.8043364 0.53341
4371030 39.4860823 430680 -123.8060774 0.33094
4371030 39.4860896 430770 -123.8050309 0.33188
4371000 39.4858193 430770 -123.8050278 0.36532
4370940 39.4852763 430740 -123.8053704 0.28563
4366410 39.4443476 429330 -123.8212847 0.33325
4366380 39.4440773 429330 -123.8212815 0.37567
4365030 39.4319141 429330 -123.8211387 0.29052
4364910 39.4308403 429420 -123.8200804 0.32389
4364790 39.4298008 429930 -123.8141426 0.62038
4364790 39.4298032 429960 -123.8137940 0.62060
4364790 39.4298057 429990 -123.8134455 0.37398
4364790 39.4298081 430020 -123.8130970 0.43634
4364760 39.4295232 429840 -123.8151850 0.37856
4364760 39.4295256 429870 -123.8148365 0.55327
4364760 39.4295280 429900 -123.8144880 0.78236
4364760 39.4295305 429930 -123.8141394 0.87007
4364760 39.4295329 429960 -123.8137909 0.60906
4364760 39.4295354 429990 -123.8134424 0.41300
4364760 39.4295378 430020 -123.8130938 0.41612
4364730 39.4292602 429930 -123.8141363 0.42891
4364610 39.4281399 429450 -123.8197002 0.28605
4364580 39.4278720 429480 -123.8193485 0.33917
4364550 39.4275944 429390 -123.8203909 0.34155
4364520 39.4273265 429420 -123.8200392 0.36992
4364520 39.4273290 429450 -123.8196907 0.30990
4364520 39.4273657 429900 -123.8144628 0.46717
4364520 39.4273876 430170 -123.8113261 0.38694
4364520 39.4273900 430200 -123.8109775 0.42698
4364490 39.4270562 429420 -123.8200360 0.43405
4364490 39.4270905 429840 -123.8151567 0.38580
