# Python MESMA for LT05_LT05_20090903_20090926 run on 20191118 
#  MESMA fraction range = 0.2 - 1.0 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4365990 39.4405782 429510 -123.8191487 0.37086
4365150 39.4330051 429450 -123.8197572 0.47819
4364940 39.4311204 429540 -123.8186894 0.48730
4364910 39.4308551 429600 -123.8179891 0.67877
4364880 39.4305897 429660 -123.8172889 0.98330
4364880 39.4305921 429690 -123.8169403 0.92208
4364850 39.4303194 429660 -123.8172857 0.54908
4364850 39.4303218 429690 -123.8169372 0.61687
4364790 39.4297837 429720 -123.8165823 0.44759
4364790 39.4297861 429750 -123.8162338 0.75227
4364790 39.4297886 429780 -123.8158853 0.83894
4364790 39.4297910 429810 -123.8155367 0.60330
4364790 39.4297935 429840 -123.8151882 0.41968
4364760 39.4295183 429780 -123.8158821 0.54672
4364760 39.4295207 429810 -123.8155336 0.71192
4364760 39.4295232 429840 -123.8151850 0.59770
4364760 39.4295256 429870 -123.8148365 0.45299
4364760 39.4295280 429900 -123.8144880 0.38493
4364760 39.4295305 429930 -123.8141394 0.37612
4364520 39.4273290 429450 -123.8196907 0.33938
4364520 39.4273633 429870 -123.8148113 0.48893
4364490 39.4270562 429420 -123.8200360 0.44547
4364490 39.4270856 429780 -123.8158537 0.39901
4364490 39.4270881 429810 -123.8155052 0.52331
4364490 39.4270905 429840 -123.8151567 0.61628
4364490 39.4270930 429870 -123.8148082 0.93874
4364460 39.4267859 429420 -123.8200328 0.36889
4364310 39.4254197 429240 -123.8221081 0.20124
4364310 39.4254222 429270 -123.8217596 0.24832
4364310 39.4254246 429300 -123.8214111 0.24739
4364280 39.4251519 429270 -123.8217564 0.24832
4364280 39.4251543 429300 -123.8214079 0.27405
4364280 39.4251568 429330 -123.8210594 0.37128
4364280 39.4251593 429360 -123.8207109 0.24052
4364280 39.4251617 429390 -123.8203624 0.21374
4364250 39.4248791 429240 -123.8221017 0.24739
4364250 39.4248816 429270 -123.8217532 0.41493
4364250 39.4248840 429300 -123.8214047 0.37267
4364250 39.4248865 429330 -123.8210562 0.20695
4364250 39.4248890 429360 -123.8207077 0.21001
4364250 39.4248914 429390 -123.8203592 0.20746
4364220 39.4246039 429180 -123.8227956 0.20681
4364220 39.4246064 429210 -123.8224471 0.24905
4364220 39.4246088 429240 -123.8220986 0.28845
4364220 39.4246113 429270 -123.8217501 0.45688
4364220 39.4246137 429300 -123.8214015 0.45930
4364220 39.4246162 429330 -123.8210530 0.24666
4364220 39.4246211 429390 -123.8203560 0.20746
4364190 39.4243336 429180 -123.8227924 0.24017
4364190 39.4243361 429210 -123.8224439 0.32422
4364190 39.4243385 429240 -123.8220954 0.31836
4364190 39.4243410 429270 -123.8217469 0.28845
4364190 39.4243435 429300 -123.8213984 0.51135
4364190 39.4243459 429330 -123.8210499 0.45908
4364160 39.4240559 429090 -123.8238348 0.39243
4364160 39.4240584 429120 -123.8234862 0.30935
4364160 39.4240658 429210 -123.8224407 0.36034
4364160 39.4240682 429240 -123.8220922 0.35114
4364160 39.4240707 429270 -123.8217437 0.29309
4364160 39.4240732 429300 -123.8213952 0.27405
4364160 39.4240756 429330 -123.8210467 0.28627
4364160 39.4240781 429360 -123.8206982 0.20503
4364160 39.4240805 429390 -123.8203497 0.22086
4364130 39.4237856 429090 -123.8238316 0.28012
4364130 39.4237930 429180 -123.8227860 0.21330
4364130 39.4237955 429210 -123.8224375 0.41365
4364130 39.4237979 429240 -123.8220890 0.46112
4364130 39.4238004 429270 -123.8217405 0.49316
4364130 39.4238029 429300 -123.8213920 0.29411
4364130 39.4238053 429330 -123.8210435 0.20739
4364130 39.4238078 429360 -123.8206950 0.20503
4364130 39.4238102 429390 -123.8203465 0.25652
4364130 39.4238127 429420 -123.8199980 0.21239
4364100 39.4235153 429090 -123.8238284 0.24926
4364100 39.4235178 429120 -123.8234799 0.20687
4364100 39.4235227 429180 -123.8227829 0.25921
4364100 39.4235252 429210 -123.8224344 0.28871
4364100 39.4235277 429240 -123.8220859 0.23854
4364100 39.4235301 429270 -123.8217374 0.51742
4364070 39.4232475 429120 -123.8234767 0.21389
4364070 39.4232500 429150 -123.8231282 0.20467
4364070 39.4232524 429180 -123.8227797 0.24774
4364040 39.4229772 429120 -123.8234735 0.24661
4364040 39.4229797 429150 -123.8231250 0.27847
4364040 39.4229821 429180 -123.8227765 0.27684
4364040 39.4229846 429210 -123.8224280 0.21330
4364010 39.4227094 429150 -123.8231218 0.23887
4364010 39.4227118 429180 -123.8227733 0.24402
4364010 39.4227143 429210 -123.8224248 0.25760
4364010 39.4227168 429240 -123.8220763 0.27449
4363980 39.4224391 429150 -123.8231187 0.20467
4363980 39.4224416 429180 -123.8227702 0.28813
4363980 39.4224440 429210 -123.8224217 0.24950
4363980 39.4224465 429240 -123.8220732 0.30132
4363980 39.4224489 429270 -123.8217247 0.29993
4363980 39.4224514 429300 -123.8213762 0.24530
4363950 39.4221713 429180 -123.8227670 0.23923
4363920 39.4219010 429180 -123.8227638 0.20465
4363920 39.4219034 429210 -123.8224153 0.20876
4363890 39.4216331 429210 -123.8224121 0.20124
4363890 39.4216356 429240 -123.8220636 0.20436
4363890 39.4216405 429300 -123.8213666 0.20392
4363890 39.4216504 429420 -123.8199727 0.20455
4363860 39.4213678 429270 -123.8217120 0.20475
4363860 39.4213702 429300 -123.8213635 0.23474
4363860 39.4213727 429330 -123.8210150 0.27616
4363860 39.4213752 429360 -123.8206665 0.24019
4363860 39.4213776 429390 -123.8203180 0.27738
4363860 39.4213801 429420 -123.8199695 0.35006
4363860 39.4213825 429450 -123.8196210 0.20461
4363830 39.4211024 429330 -123.8210118 0.34007
4363830 39.4211049 429360 -123.8206633 0.37851
4363830 39.4211073 429390 -123.8203148 0.36234
4363830 39.4211098 429420 -123.8199663 0.37391
4363830 39.4211122 429450 -123.8196178 0.24209
4363800 39.4208370 429390 -123.8203116 0.24019
4363800 39.4208395 429420 -123.8199632 0.41974
4363800 39.4208419 429450 -123.8196147 0.47005
4363800 39.4208444 429480 -123.8192662 0.52480
4363800 39.4208468 429510 -123.8189177 0.32720
4363800 39.4208493 429540 -123.8185692 0.32747
4363800 39.4208517 429570 -123.8182207 0.23918
4363800 39.4208542 429600 -123.8178722 0.27598
4363770 39.4205667 429390 -123.8203085 0.20994
4363770 39.4205692 429420 -123.8199600 0.32181
4363770 39.4205716 429450 -123.8196115 0.51643
4363770 39.4205741 429480 -123.8192630 0.67056
4363770 39.4205766 429510 -123.8189145 0.47129
4363770 39.4205790 429540 -123.8185660 0.20450
4363770 39.4205815 429570 -123.8182175 0.24550
4363770 39.4205839 429600 -123.8178690 0.20408
4363770 39.4205864 429630 -123.8175206 0.23770
4363740 39.4203013 429450 -123.8196083 0.20854
4363740 39.4203038 429480 -123.8192598 0.23477
4363740 39.4203063 429510 -123.8189114 0.27756
4363740 39.4203112 429570 -123.8182144 0.24550
4363740 39.4203136 429600 -123.8178659 0.31565
4363740 39.4203161 429630 -123.8175174 0.28045
4363740 39.4203185 429660 -123.8171689 0.27410
4363710 39.4200311 429450 -123.8196052 0.20854
4363710 39.4200360 429510 -123.8189082 0.32160
4363710 39.4200384 429540 -123.8185597 0.33603
4363710 39.4200409 429570 -123.8182112 0.28655
4363710 39.4200433 429600 -123.8178627 0.40652
4363710 39.4200458 429630 -123.8175142 0.36150
4363710 39.4200482 429660 -123.8171658 0.20683
4363680 39.4197608 429450 -123.8196020 0.22940
4363680 39.4197632 429480 -123.8192535 0.52375
4363680 39.4197657 429510 -123.8189050 0.66282
4363680 39.4197681 429540 -123.8185565 0.70925
4363680 39.4197706 429570 -123.8182081 0.45846
4363680 39.4197730 429600 -123.8178596 0.40389
4363680 39.4197755 429630 -123.8175111 0.41218
4363680 39.4197779 429660 -123.8171626 0.23802
4363650 39.4194880 429420 -123.8199473 0.23989
4363650 39.4194905 429450 -123.8195988 0.31756
4363650 39.4194929 429480 -123.8192504 0.62024
4363650 39.4194954 429510 -123.8189019 0.65433
4363650 39.4194978 429540 -123.8185534 0.60826
4363650 39.4195003 429570 -123.8182049 0.51746
4363650 39.4195027 429600 -123.8178564 0.41362
4363650 39.4195052 429630 -123.8175079 0.23786
4363620 39.4192177 429420 -123.8199442 0.33950
4363620 39.4192202 429450 -123.8195957 0.42118
4363620 39.4192226 429480 -123.8192472 0.42968
4363620 39.4192251 429510 -123.8188987 0.47715
4363620 39.4192275 429540 -123.8185502 0.36582
4363620 39.4192300 429570 -123.8182017 0.33899
4363620 39.4192324 429600 -123.8178533 0.24638
4363590 39.4189474 429420 -123.8199410 0.20370
4363590 39.4189499 429450 -123.8195925 0.32193
4363590 39.4189523 429480 -123.8192440 0.36193
4363590 39.4189548 429510 -123.8188955 0.36503
4363590 39.4189572 429540 -123.8185471 0.29802
4363590 39.4189597 429570 -123.8181986 0.20121
4363560 39.4186820 429480 -123.8192409 0.23440
4363560 39.4186845 429510 -123.8188924 0.32752
4363560 39.4186869 429540 -123.8185439 0.36758
4363560 39.4186894 429570 -123.8181954 0.21273
4363560 39.4186919 429600 -123.8178469 0.20645
4363530 39.4184019 429360 -123.8206316 0.20392
4363530 39.4184044 429390 -123.8202831 0.27520
4363530 39.4184117 429480 -123.8192377 0.27656
4363530 39.4184142 429510 -123.8188892 0.45619
